"","rank","Ontology_Term","ID","mean_AUC","AUC_Maynard","AUC_He","AUC_Allen","combined_p_value","direction","layer","cell_type"
"1",20,"Abnormality of the urinary system","C4021821",0.297081218416307,0.363529458268277,0.242216854535695,0.285497342444951,1.93603292564237e-06,"negative",3,"GABA"
"2",16,"Abnormality of the urinary system","C4021821",0.286476917156302,0.363529458268277,0.242216854535695,0.253684438664933,4.18770362609067e-07,"negative",3,"GLUT"
"3",11,"Abnormality of the urinary system","C4021821",0.766966006811778,0.776656718777793,0.729356772231168,0.794884529426372,4.3584214015624e-10,"positive",1,"NONN"
"4",12,"Anemia, Diamond-Blackfan","C1260899",0.263251719023205,0.344870050666166,0.210211267605634,0.234673838797814,1.19827843758635e-07,"negative",3,"GABA"
"5",13,"Anemia, Diamond-Blackfan","C1260899",0.249400120244268,0.344870050666166,0.210211267605634,0.193119042461005,1.32313804357409e-08,"negative",3,"GLUT"
"6",20,"Anemia, Diamond-Blackfan","C1260899",0.285308469877426,0.344870050666166,0.210211267605634,0.300844091360477,2.70700635041088e-06,"negative",3,"NONN"
"7",5,"Anemia, Macrocytic","C0002886",0.235525757261832,0.304032182398199,0.178046000134111,0.224499089253188,5.06359443264159e-09,"negative",3,"GABA"
"8",6,"Anemia, Macrocytic","C0002886",0.225891389460569,0.304032182398199,0.178046000134111,0.195595985849397,1.80898918067385e-09,"negative",3,"GLUT"
"9",9,"Anemia, Macrocytic","C0002886",0.785334653479445,0.852774910865078,0.724347884396164,0.778881165177094,2.2720181291902e-10,"positive",1,"NONN"
"10",11,"Anemia, Macrocytic","C0002886",0.255512323670982,0.304032182398199,0.178046000134111,0.284458788480636,1.07999021503602e-07,"negative",3,"NONN"
"11",13,"Atrophy of cerebellum","C0740279",0.582970738898496,0.623448958168128,0.538145667176748,0.587317591350612,2.22217583623063e-06,"positive",5,"GLUT"
"12",9,"Atrophy of cerebellum","C0740279",0.381452610757566,0.337460633935247,0.376343018129858,0.430554180207593,4.41535696893425e-12,"negative",1,"GLUT"
"13",14,"Ciliary Motility Disorders","C0008780",0.614188751101036,0.539915343190946,0.640694388373032,0.66195652173913,0.000364534844252362,"positive",2,"GLUT"
"14",1,"Ciliary Motility Disorders","C0008780",0.304432421503568,0.318655303030303,0.29446533104562,0.300176630434783,7.20665749298632e-10,"negative",6,"GLUT"
"15",2,"CSF lactate increased","C1167918",0.738148912667271,0.803612601166949,0.707872180313125,0.702961956521739,6.77236045021345e-15,"positive",4,"GLUT"
"16",3,"CSF lactate increased","C1167918",0.659783003206488,0.742412478825522,0.607480009054812,0.62945652173913,1.99403362377559e-07,"positive",5,"GLUT"
"17",11,"Decreased number of large and small myelinated fibers","C1858285",0.668936985513783,0.631282487103978,0.667945280959596,0.707583188477775,0.000220499774741034,"positive",6,"NONN"
"18",15,"Decreased number of large and small myelinated fibers","C1858285",0.332529419664587,0.382957487598079,0.282125184109862,0.332505587285821,0.000169099431144737,"negative",2,"NONN"
"19",12,"Distal amyotrophy","C1848736",0.600641202778294,0.553922031338493,0.60451684217632,0.643484734820069,0.000250267604949395,"positive",6,"NONN"
"20",5,"Distal amyotrophy","C1848736",0.381746954260438,0.411093543515197,0.357132611043607,0.37701470822251,1.56829878679154e-05,"negative",2,"NONN"
"21",3,"genital abnormal","C0744356",0.226509671696187,0.355073653593545,0.133312374245473,0.191142987249545,1.51745394028069e-10,"negative",3,"GABA"
"22",4,"genital abnormal","C0744356",0.226748621064768,0.355073653593545,0.133312374245473,0.191859835355286,1.57897250829819e-10,"negative",3,"GLUT"
"23",8,"genital abnormal","C0744356",0.258948392857191,0.355073653593545,0.133312374245473,0.288459150732555,1.83492635530413e-08,"negative",3,"NONN"
"24",20,"Impaired exercise tolerance","C0424551",0.636451236970994,0.655855176315293,0.627528317152104,0.625970217445585,2.16559418231288e-06,"positive",4,"GLUT"
"25",4,"Impaired exercise tolerance","C0424551",0.64298808701237,0.678542244731194,0.576856025581754,0.673565990724163,1.73978685680254e-07,"positive",5,"GLUT"
"26",17,"Impaired exercise tolerance","C0424551",0.62017463796671,0.678542244731194,0.576856025581754,0.605125643587182,1.8896511009503e-05,"positive",5,"NONN"
"27",6,"Influenza","C0021400",0.340033951893544,0.334553609963623,0.320169902598941,0.365378343118069,6.39931041490627e-09,"negative",3,"GABA"
"28",3,"Influenza","C0021400",0.706692886864441,0.707387940070288,0.76342441617521,0.649266304347826,8.88178419700125e-16,"positive",1,"GLUT"
"29",12,"Influenza","C0021400",0.341733018680275,0.334553609963623,0.320169902598941,0.370475543478261,5.34068111956998e-09,"negative",3,"GLUT"
"30",13,"Kartagener Syndrome","C0022521",0.622440637646581,0.555512311564308,0.657011755892353,0.654797845483081,0.000435447395103705,"positive",2,"GLUT"
"31",2,"Kartagener Syndrome","C0022521",0.298676381296338,0.296515399185283,0.299551950671354,0.299961794032378,2.70181288453131e-09,"negative",6,"GLUT"
"32",3,"Lactic acidemia","C0347959",0.644782847699581,0.69092332843346,0.615441219327388,0.627983995337896,1.15463194561016e-14,"positive",4,"GLUT"
"33",19,"Lactic acidemia","C0347959",0.381841967911225,0.373340568660045,0.372360163975831,0.399825171097798,1.47901157987462e-09,"negative",1,"GLUT"
"34",16,"Muscle Spasticity","C0026838",0.570120271440547,0.582635046765603,0.551945495034926,0.575780272521114,2.05365130123702e-07,"positive",4,"GLUT"
"35",7,"Muscle Spasticity","C0026838",0.406697670800538,0.388096741054299,0.407372111979158,0.424624159368158,8.72302230447985e-13,"negative",1,"GLUT"
"36",9,"Myoclonic Epilepsies, Progressive","C0751778",0.667211286542291,0.635660618237375,0.669051627384961,0.696921614004537,1.94628162475396e-08,"positive",4,"GLUT"
"37",19,"Myoclonic Epilepsies, Progressive","C0751778",0.637633035584741,0.635660618237375,0.669051627384961,0.608186861131887,1.20648444881244e-05,"positive",4,"NONN"
"38",15,"Pulmonary Fibrosis","C0034069",0.373455994955801,0.37445903859174,0.357198835647112,0.388710110628551,1.58767377911317e-07,"negative",4,"GLUT"
"39",7,"Pulmonary Fibrosis","C0034069",0.376452878586907,0.37445903859174,0.357198835647112,0.39770076152187,4.74302900621559e-07,"negative",4,"NONN"
"40",8,"Reperfusion Injury","C0035126",0.652819963657712,0.625137701804368,0.686398105399134,0.646924083769634,3.78586051397178e-12,"positive",1,"GLUT"
"41",3,"Reperfusion Injury","C0035126",0.653670181524062,0.625137701804368,0.686398105399134,0.649474737368684,4.57334170533841e-12,"positive",1,"NONN"
"42",5,"Steatorrhea","C0038238",0.705376325142382,0.534127132945809,0.849768797748291,0.732233044733045,2.05209869903467e-05,"positive",6,"NONN"
"43",18,"Steatorrhea","C0038238",0.294078697715836,0.371929495593475,0.264207210829647,0.246099386724387,0.00020988914982123,"negative",2,"NONN"
